Sort Key,Station,Source,Type,Ba137,Ba138,Ca43,Mg24,Mg25,Mg26,Sr86,Sr87,Sr88
369,NAPFR-121A,DEX,FR,0.000251822,0.001627202,0.659046755,2.215128632,0.292146918,0.33196537,0.22502473,0.168564576,1.967696384
370,NAPFR-121A,DEX,FR,0.000268513,0.001690496,0.666433259,2.29977201,0.296921007,0.343226709,0.234973086,0.16967353,1.959272636
371,NAPFR-121A,DEX,FR,0.000260186,0.001601553,0.674797382,2.311654843,0.300622164,0.340858449,0.236590251,0.167038508,1.933480134
372,NAPFR-121A,DEX,FR,0.000259924,0.001690075,0.675980467,2.404407027,0.309950206,0.363864855,0.239433417,0.170937232,1.988045532
373,NAPFR-121A,DEX,FR,0.000270938,0.001618397,0.661344759,2.41573483,0.314545911,0.359349571,0.236320373,0.167546842,1.961768963
374,NAPFR-121A,DEX,FR,0.000258438,0.001665602,0.656685656,2.395323072,0.319405993,0.368159402,0.234926671,0.162663843,1.974397983
375,NAPFR-122A,DEX,FR,0.000291232,0.00180883,0.675820632,2.344698115,0.303358679,0.340497989,0.260831455,0.184814649,2.215007177
376,NAPFR-122A,DEX,FR,0.00027682,0.001712991,0.677011509,2.136513649,0.279796119,0.316866078,0.264847949,0.187806114,2.245144007
377,NAPFR-122A,DEX,FR,0.000263793,0.00171867,0.679429673,2.073759636,0.269262451,0.30636027,0.270948009,0.189226528,2.198296246
378,NAPFR-122A,DEX,FR,0.000304494,0.001853523,0.665430512,2.017843512,0.261795493,0.296846621,0.279661104,0.201708527,2.360724562
379,NAPFR-122A,DEX,FR,0.000340175,0.002254229,0.702228542,2.073281948,0.263945852,0.297224472,0.277867703,0.20017239,2.376236082
380,NAPFR-122A,DEX,FR,0.000390498,0.002401912,0.660748716,2.035537749,0.257963476,0.292822609,0.279093079,0.194383374,2.29077114
381,NAPFR-122A,DEX,FR,0.000398868,0.002592984,0.670797646,1.938351143,0.252217034,0.289086504,0.270230908,0.192509289,2.368925783
382,NAPFR-122A,DEX,FR,0.000430505,0.002770317,0.670912699,1.899693794,0.249965151,0.283301268,0.288208942,0.200296733,2.410821398
383,NAPFR-122A,DEX,FR,0.000401475,0.002586494,0.656336573,1.859303291,0.239675015,0.273530238,0.282555024,0.201280593,2.438675715
384,NAPFR-122A,DEX,FR,0.000419643,0.002600659,0.657051513,1.855398106,0.2392862,0.268624828,0.296621034,0.203681422,2.441030415
385,NAPFR-122A,DEX,FR,0.000444571,0.002728672,0.668239901,1.84329329,0.239972448,0.272462224,0.282978971,0.208943863,2.421573736
386,NAPFR-122A,DEX,FR,0.000419858,0.002593582,0.670507366,1.872546348,0.24716815,0.282384597,0.280647034,0.199910036,2.416713033
387,NAPFR-122A,DEX,FR,0.000356465,0.002331881,0.666604675,1.936190777,0.252036033,0.288958078,0.270759571,0.195435334,2.345247433
388,NAPFR-122A,DEX,FR,0.000330002,0.002049313,0.681403292,2.034467431,0.2649196,0.303036037,0.282453167,0.196895252,2.400589768
389,NAPFR-122A,DEX,FR,0.000288181,0.001864747,0.658517235,2.039975141,0.266476413,0.30212719,0.273266091,0.195118758,2.271107052
390,NAPFR-122A,DEX,FR,0.000283181,0.001731628,0.667799478,2.099610669,0.272584354,0.313915345,0.267705084,0.185025937,2.217696046
391,NAPFR-122A,DEX,FR,0.00031487,0.001905973,0.692719903,2.216460939,0.29001011,0.329901339,0.284754046,0.198768221,2.333731272
392,NAPFR-122A,DEX,FR,0.000343021,0.002154305,0.691412246,2.243314307,0.285632575,0.321952874,0.262541026,0.192134978,2.253086928
393,NAPFR-122A,DEX,FR,0.000392355,0.002373966,0.650375746,2.087073228,0.270305919,0.299651256,0.270188158,0.193314695,2.187118759
394,NAPFR-122A,DEX,FR,0.000455033,0.002768397,0.674005353,2.050344734,0.262788213,0.305543211,0.270288082,0.193400316,2.293446601
395,NAPFR-122A,DEX,FR,0.00051534,0.003168282,0.663255202,1.98524791,0.257914389,0.293675949,0.281722801,0.201584689,2.422384968
396,NAPFR-122A,DEX,FR,0.000506724,0.003230412,0.658191254,2.006664523,0.262343482,0.307195967,0.304914752,0.217594081,2.545862571
397,NAPFR-122A,DEX,FR,0.000509752,0.003036576,0.66034179,2.080096861,0.273431618,0.310981261,0.29427718,0.207334901,2.423644205
398,NAPFR-122A,DEX,FR,0.000484575,0.003007268,0.673361629,2.218668529,0.28731782,0.327707641,0.300555378,0.211327486,2.540694262
399,NAPFR-122A,DEX,FR,0.000426998,0.002611277,0.682445586,2.251702911,0.291266266,0.325741486,0.296870612,0.214360357,2.434045105
400,NAPFR-122A,DEX,FR,0.000377712,0.002259475,0.66692681,2.165704791,0.284962181,0.324713798,0.294483759,0.209077357,2.436472286
401,NAPFR-122A,DEX,FR,0.000336588,0.002072294,0.659631241,2.110652265,0.273433571,0.312031495,0.286251709,0.204110912,2.398992657
402,NAPFR-122A,DEX,FR,0.000319955,0.002094176,0.665799879,2.10430046,0.273506291,0.311184593,0.291448053,0.208216677,2.475149226
403,NAPFR-122A,DEX,FR,0.000309393,0.001868864,0.665229987,2.063193103,0.272100918,0.30536183,0.293263018,0.205701123,2.414885157
404,NAPFR-122A,DEX,FR,0.000312936,0.001858185,0.665368239,2.098802654,0.27560141,0.315851327,0.289934653,0.206754699,2.467647278
405,NAPFR-122A,DEX,FR,0.00031054,0.001884568,0.664161226,2.126812139,0.277556686,0.317961659,0.294078911,0.205289115,2.521812935
406,NAPFR-122A,DEX,FR,0.000278147,0.001864005,0.653590203,2.211442517,0.285057402,0.322572029,0.293660002,0.206649599,2.43162663
407,NAPFR-122A,DEX,FR,0.000290332,0.001811471,0.678449611,2.259847732,0.293403247,0.334424752,0.289595453,0.197643187,2.44196388
408,NAPFR-122A,DEX,FR,0.000288796,0.00178589,0.661210446,2.148514914,0.290553917,0.324870428,0.279973239,0.195691338,2.33435245
409,NAPFR-122A,DEX,FR,0.00029502,0.001891941,0.656362281,2.308119622,0.298121984,0.343152985,0.273059599,0.193283014,2.271764639
410,NAPFR-122A,DEX,FR,0.000307211,0.001839402,0.65597895,2.299041196,0.299366924,0.341828951,0.262838907,0.189439058,2.18487833
411,NAPFR-122B,DEX,FR,0.000563853,0.00331636,0.656537585,2.252113536,0.289524159,0.334041482,0.274629917,0.1860203,2.244051662
412,NAPFR-122B,DEX,FR,0.000462613,0.002825993,0.686341885,2.163472659,0.283591586,0.318164896,0.276382205,0.200231167,2.417938432
413,NAPFR-122B,DEX,FR,0.000423101,0.002530146,0.659771929,2.064868006,0.263502307,0.297404337,0.276308161,0.201089037,2.35012603
414,NAPFR-122B,DEX,FR,0.000384794,0.002345349,0.634860974,1.939440792,0.254254083,0.293005706,0.289904896,0.201554032,2.440326723
415,NAPFR-122B,DEX,FR,0.000380026,0.00232692,0.678123473,2.002203735,0.252751527,0.295097285,0.284047571,0.204832273,2.377670336
416,NAPFR-122B,DEX,FR,0.000385957,0.002409553,0.678018908,1.930822932,0.258201831,0.295304939,0.293208148,0.204384336,2.442293036
417,NAPFR-122B,DEX,FR,0.000361084,0.002362117,0.646646032,1.959629281,0.247750215,0.299924858,0.282541124,0.195513808,2.392176242
418,NAPFR-122B,DEX,FR,0.000342624,0.002288759,0.656498277,1.995366215,0.24941201,0.288272959,0.286066289,0.204488054,2.423274975
419,NAPFR-122B,DEX,FR,0.000360258,0.002236658,0.666075506,2.038943049,0.265096219,0.29849095,0.285534471,0.207678817,2.454667577
420,NAPFR-122B,DEX,FR,0.000334901,0.002172368,0.655517281,2.06216679,0.255861104,0.297882995,0.284167472,0.203579499,2.294748764
421,NAPFR-122B,DEX,FR,0.00035259,0.002264634,0.671321612,2.06849395,0.270314083,0.304286941,0.292739046,0.197871877,2.316433495
422,NAPFR-122B,DEX,FR,0.000366384,0.002336943,0.693025013,2.12728916,0.275573075,0.325162384,0.278267695,0.188529231,2.413895348
423,NAPFR-122B,DEX,FR,0.000393178,0.002585141,0.65963114,2.178109628,0.283925803,0.329115195,0.269115327,0.190940486,2.251652965
1078,NPEFR-114A,NAP,FR,0.003361589,0.020768761,0.647064232,2.56117942,0.333873375,0.381920662,0.192129846,0.140799329,1.553646752
1079,NPEFR-114A,NAP,FR,0.004136892,0.02621006,0.654705827,2.505579423,0.329528938,0.374967795,0.184088218,0.126889238,1.473101092
1080,NPEFR-114A,NAP,FR,0.004537246,0.027300172,0.643995544,2.394366077,0.307007355,0.352998252,0.165186047,0.118270532,1.436148239
1081,NPEFR-114A,NAP,FR,0.005143911,0.030826625,0.666471203,2.297073409,0.301328792,0.344593039,0.176282579,0.121402552,1.442196906
1082,NPEFR-114A,NAP,FR,0.00548263,0.033482089,0.639673016,2.262337093,0.289166556,0.331389503,0.167420157,0.118794514,1.394417104
1083,NPEFR-114A,NAP,FR,0.005832165,0.034102953,0.658140455,2.246584321,0.292198757,0.332728527,0.177224824,0.125102996,1.39961463
1084,NPEFR-114A,NAP,FR,0.00564926,0.034155038,0.653580332,2.214485392,0.28232214,0.337266352,0.169747885,0.124297322,1.407297203
1085,NPEFR-114A,NAP,FR,0.005907664,0.035530329,0.654022922,2.281002518,0.292425985,0.334149039,0.171115333,0.124245905,1.386875225
1086,NPEFR-114A,NAP,FR,0.005938178,0.03743277,0.673896762,2.258009974,0.302830686,0.335337029,0.171655317,0.120805529,1.413878297
1087,NPEFR-114A,NAP,FR,0.006222255,0.03765855,0.668003484,2.26344736,0.297707475,0.329363836,0.169602216,0.11939222,1.37755132
1088,NPEFR-114A,NAP,FR,0.006233565,0.040480635,0.663314312,2.251932476,0.291588662,0.333073419,0.161687794,0.116892091,1.384853248
1089,NPEFR-114A,NAP,FR,0.006184003,0.039617653,0.651121684,2.201375635,0.286482043,0.327222131,0.157758804,0.115140534,1.332863099
1090,NPEFR-114A,NAP,FR,0.006634055,0.040635151,0.653717923,2.218973023,0.28587995,0.329970505,0.155271691,0.107882734,1.269092208
1091,NPEFR-114A,NAP,FR,0.006558156,0.041157043,0.650978487,2.123410337,0.273104629,0.314483812,0.146950664,0.105851655,1.224642076
1092,NPEFR-114A,NAP,FR,0.007222701,0.043201419,0.670448018,2.222332474,0.283034372,0.328754832,0.147567373,0.102997759,1.210834663
1093,NPEFR-114A,NAP,FR,0.007664717,0.045385959,0.65528428,2.202036198,0.28911318,0.320286325,0.145023881,0.104925514,1.247230406
1094,NPEFR-114A,NAP,FR,0.007543159,0.046614226,0.665762825,2.126205188,0.279178561,0.321741584,0.14208184,0.102101819,1.134372787
1113,NPEFR-115B,NAP,FR,0.00418285,0.027297603,0.661122431,2.562344586,0.330923817,0.382245561,0.175626649,0.128707217,1.456814631
1114,NPEFR-115B,NAP,FR,0.004699268,0.030427245,0.660441199,2.520428018,0.32560135,0.371527138,0.164749198,0.120330916,1.392963042
1115,NPEFR-115B,NAP,FR,0.005519703,0.034639555,0.668382334,2.508999735,0.323297697,0.366927375,0.16179074,0.116865805,1.362551342
1116,NPEFR-115B,NAP,FR,0.005866845,0.037744648,0.663533688,2.450534955,0.313076495,0.357075867,0.156264378,0.110717883,1.309581462
1117,NPEFR-115B,NAP,FR,0.006105016,0.037904271,0.661554003,2.517189987,0.320449624,0.368689971,0.148389724,0.110173877,1.291153709
1118,NPEFR-115B,NAP,FR,0.006664126,0.041829327,0.649841078,2.526403516,0.318544107,0.371387335,0.152105028,0.107882745,1.234906139
1119,NPEFR-115B,NAP,FR,0.008111623,0.051337435,0.665387649,2.563023863,0.332428756,0.374404442,0.149425271,0.103798962,1.240380938
1120,NPEFR-115B,NAP,FR,0.009900096,0.059704091,0.665205945,2.546476909,0.331104392,0.376887511,0.145888414,0.103102457,1.214776873
1121,NPEFR-115B,NAP,FR,0.012212206,0.075477897,0.684722579,2.636419388,0.338598173,0.391453037,0.149090236,0.106023205,1.238450605
1122,NPEFR-116A,NAP,FR,0.004950594,0.031321144,0.648236717,2.775815087,0.357432241,0.415323085,0.180610491,0.131692252,1.533324988
1123,NPEFR-116A,NAP,FR,0.005820583,0.036610097,0.661548902,2.778659758,0.358465947,0.418790944,0.183383263,0.129022073,1.528974508
1124,NPEFR-116A,NAP,FR,0.006373184,0.040406163,0.661663307,2.759195699,0.346025611,0.407021972,0.174414454,0.128296015,1.491968896
1125,NPEFR-116A,NAP,FR,0.006435248,0.040925926,0.659654049,2.603480637,0.335947967,0.384061552,0.167325432,0.118051006,1.406760448
1126,NPEFR-116A,NAP,FR,0.007195246,0.043189429,0.670771057,2.573230485,0.329058827,0.372617884,0.165258464,0.116496494,1.410680899
1127,NPEFR-116A,NAP,FR,0.007470674,0.047649271,0.663194369,2.524980039,0.321046234,0.360941924,0.165873916,0.114757785,1.406042902
1128,NPEFR-116A,NAP,FR,0.007765,0.048297865,0.681830039,2.482677736,0.314814956,0.366874616,0.15896755,0.116555717,1.388685565
1129,NPEFR-116A,NAP,FR,0.007993249,0.048461247,0.665284786,2.545955184,0.32544416,0.382476258,0.157369504,0.112476891,1.324322079
1130,NPEFR-116A,NAP,FR,0.007992233,0.050020325,0.691743575,2.679615835,0.341934302,0.391270572,0.155294687,0.113084687,1.3009416
1131,NPEFR-116A,NAP,FR,0.00730385,0.047014957,0.663490316,2.570049528,0.337428362,0.386104468,0.151682132,0.105220284,1.232667814
1132,NPEFR-116A,NAP,FR,0.00757953,0.047757101,0.673507278,2.68495037,0.350646865,0.391813491,0.153455163,0.106062227,1.258077138
1133,NPEFR-116A,NAP,FR,0.007379653,0.046297582,0.650692954,2.585366815,0.337450682,0.39456767,0.145157475,0.104933553,1.212876853
1134,NPEFR-116A,NAP,FR,0.008058631,0.05050457,0.66705939,2.632154145,0.342971544,0.387586621,0.144400234,0.102924378,1.190495532
1135,NPEFR-116A,NAP,FR,0.009108743,0.055502361,0.657818516,2.741969046,0.352736124,0.401856711,0.145960706,0.105180376,1.213209067
1136,NPEFR-116A,NAP,FR,0.010252778,0.061595094,0.671255798,2.777641151,0.361631682,0.418657179,0.145748568,0.095562008,1.203689805
1137,NPEFR-116A,NAP,FR,0.010910526,0.066457563,0.652408108,2.727656031,0.355952938,0.403695042,0.140112683,0.097946866,1.148996883
1138,NPEFR-116A,NAP,FR,0.010582347,0.065570357,0.662618888,2.758204969,0.360146784,0.403080344,0.140958484,0.100616808,1.198800355
1139,NPEFR-116A,NAP,FR,0.009681284,0.060888999,0.646752554,2.684764748,0.348307565,0.407093486,0.145294593,0.105901484,1.213655053
1140,NPEFR-116A,NAP,FR,0.009439616,0.058164744,0.662255599,2.862642118,0.366233095,0.418277736,0.148679675,0.107836333,1.275162266
1141,NPEFR-116A,NAP,FR,0.00809266,0.049385995,0.654338609,2.73115813,0.357887502,0.410777116,0.143677137,0.103595854,1.232838798
1142,NPEFR-116A,NAP,FR,0.007524794,0.04674466,0.66588313,2.779373705,0.366384737,0.416126128,0.157535182,0.111477836,1.263471175
1143,NPEFR-116A,NAP,FR,0.006960332,0.041948393,0.648016315,2.688577358,0.344999293,0.392468843,0.147658068,0.106054333,1.231690352
1144,NPEFR-116A,NAP,FR,0.007285182,0.042841806,0.651371748,2.641801594,0.33977,0.39317733,0.15057135,0.10828359,1.266979234
1145,NPEFR-116A,NAP,FR,0.00676564,0.041805787,0.651812139,2.592598901,0.337947011,0.389080437,0.156051076,0.111172238,1.319219679
1146,NPEFR-116A,NAP,FR,0.006916695,0.042567701,0.651508369,2.600419095,0.33638369,0.383384416,0.164166152,0.114685573,1.375894704
1147,NPEFR-116A,NAP,FR,0.006763417,0.041990649,0.671927767,2.530400083,0.330066156,0.371448024,0.167087205,0.115480913,1.423454666
1148,NPEFR-116A,NAP,FR,0.006122798,0.037806221,0.661870589,2.55201032,0.33083452,0.374802814,0.166708889,0.118236535,1.427974082
1149,NPEFR-116A,NAP,FR,0.005486131,0.033476599,0.668057495,2.605763049,0.334438265,0.387371836,0.175921016,0.126333933,1.418565047
1150,NPEFR-121A,NAP,FR,0.011523585,0.072639012,0.640164776,2.036552629,0.270235102,0.308583952,0.130847446,0.092305527,1.114194934
1151,NPEFR-121A,NAP,FR,0.010523718,0.062548142,0.653213595,2.112553726,0.274896828,0.310529148,0.132969863,0.094381476,1.13435981
1152,NPEFR-121A,NAP,FR,0.008540392,0.05105897,0.655862433,2.125967238,0.274635158,0.313654098,0.129723969,0.091876388,1.090445912
1153,NPEFR-121A,NAP,FR,0.007824603,0.045695738,0.653915768,2.09059339,0.270563252,0.312539502,0.129181874,0.091127362,1.090158866
1154,NPEFR-121A,NAP,FR,0.006849271,0.041959941,0.661755792,2.135356175,0.276079953,0.320355174,0.126855873,0.089899503,1.076405435
1155,NPEFR-121A,NAP,FR,0.006380074,0.038351001,0.657023103,2.140055519,0.280841121,0.325366258,0.127231746,0.089982386,1.050734504
1156,NPEFR-121A,NAP,FR,0.006208187,0.039011971,0.673081146,2.284910977,0.291770788,0.336133156,0.128363395,0.089520037,1.098740689
1157,NPEFR-121A,NAP,FR,0.006062017,0.036273212,0.670347649,2.2154676,0.293565772,0.328280483,0.12820537,0.091861385,1.063503099
1158,NPEFR-121A,NAP,FR,0.006034382,0.03670412,0.664139644,2.231993414,0.289480342,0.328302607,0.129936229,0.091155001,1.089986002
1159,NPEFR-121A,NAP,FR,0.005847246,0.035903735,0.6563849,2.198123549,0.282101028,0.332910316,0.129833037,0.0895031,1.060093377
1160,NPEFR-121A,NAP,FR,0.006216821,0.03726027,0.663374019,2.125457528,0.277170161,0.320608544,0.130891838,0.089996306,1.08176438
1161,NPEFR-121A,NAP,FR,0.00614878,0.037483377,0.670441938,2.092827672,0.273094044,0.316629536,0.129374801,0.095572421,1.134537234
1162,NPEFR-121A,NAP,FR,0.005605805,0.034167152,0.663607438,2.136819391,0.277653646,0.317854225,0.131584954,0.09004364,1.077300043
1163,NPEFR-121A,NAP,FR,0.005514246,0.03390384,0.672407577,2.131865342,0.281166955,0.32280442,0.132489653,0.096082472,1.082376434
1164,NPEFR-121A,NAP,FR,0.005536272,0.034831242,0.671608885,2.216322408,0.288810345,0.332522652,0.135778218,0.097653412,1.162358176
1165,NPEFR-121A,NAP,FR,0.005145727,0.031926008,0.651113546,2.263862671,0.281816831,0.326866203,0.134240982,0.095587495,1.080074501
1166,NPEFR-121A,NAP,FR,0.005048787,0.03175976,0.658074356,2.228595203,0.293429083,0.332780772,0.138592503,0.101044843,1.177699307
1167,NPEFR-121A,NAP,FR,0.005027346,0.031042856,0.667188831,2.279574728,0.298105617,0.334883997,0.144178795,0.10164811,1.209844056
1168,NPEFR-121A,NAP,FR,0.004768595,0.02925012,0.66542937,2.251758498,0.293133195,0.343433646,0.14206321,0.102565464,1.186025367
1169,NPEFR-121A,NAP,FR,0.004614774,0.028296246,0.663716091,2.31533102,0.300257238,0.34595444,0.145612802,0.10058806,1.190937559
1170,NPEFR-121A,NAP,FR,0.004564651,0.027953809,0.666167502,2.329681537,0.307363645,0.347975447,0.146476612,0.106589942,1.223534151
1171,NPEFR-121A,NAP,FR,0.004254779,0.02607797,0.659123455,2.417714276,0.306236996,0.354312474,0.147299077,0.105464305,1.256657863
1172,NPEFR-121A,NAP,FR,0.003984266,0.025755614,0.661804022,2.392377967,0.308693734,0.353670008,0.148006112,0.104025755,1.263905045
1173,NPEFR-121A,NAP,FR,0.003813969,0.024254135,0.657477607,2.435695174,0.314343552,0.357856685,0.150154289,0.104472874,1.242117436
1174,NPEFR-121A,NAP,FR,0.00366719,0.022954882,0.658922951,2.433336524,0.314689137,0.35175824,0.147024576,0.10397753,1.247764952
1175,NPEFR-121A,NAP,FR,0.003702817,0.023205011,0.668878636,2.405418299,0.316285002,0.360480272,0.149110118,0.105534388,1.295563757
1176,NPEFR-121A,NAP,FR,0.00336516,0.021317099,0.663223525,2.580974595,0.331244707,0.378429317,0.14889757,0.104166175,1.260000828
1177,NPEFR-122A,NAP,FR,0.002246614,0.014624719,0.656495543,2.524177235,0.32749808,0.376270686,0.202435992,0.146918861,1.696755621
1178,NPEFR-122A,NAP,FR,0.002853132,0.018942248,0.654702814,2.44396325,0.314298383,0.357147268,0.189108612,0.135066817,1.571153611
1179,NPEFR-122A,NAP,FR,0.003444177,0.022088216,0.666146162,2.35080848,0.30357005,0.34241055,0.181119648,0.125662256,1.499690146
1180,NPEFR-122A,NAP,FR,0.00412434,0.025024368,0.663144788,2.207363357,0.286794262,0.326045373,0.170950836,0.128149807,1.507406481
1181,NPEFR-122A,NAP,FR,0.004263761,0.026191684,0.656788783,2.143240936,0.271217807,0.308353905,0.170532985,0.122999749,1.424409836
1182,NPEFR-122A,NAP,FR,0.004590434,0.02955923,0.657397551,2.132674678,0.266785234,0.303397146,0.174129206,0.125453747,1.448774997
1183,NPEFR-122A,NAP,FR,0.005180621,0.031639956,0.670354425,2.034555914,0.263968049,0.305794807,0.170688655,0.123260586,1.443378323
1184,NPEFR-122A,NAP,FR,0.00528134,0.031608276,0.649625572,1.955254888,0.257920815,0.290281887,0.166866871,0.12367168,1.426617225
1185,NPEFR-122A,NAP,FR,0.005673224,0.035447365,0.647720362,1.915006892,0.253556997,0.288248866,0.164494574,0.121815145,1.440875766
1186,NPEFR-122A,NAP,FR,0.005882304,0.035506525,0.655003602,1.919286399,0.24909916,0.278697748,0.168433917,0.119661038,1.411305935
1187,NPEFR-122A,NAP,FR,0.005600614,0.035012385,0.658262715,1.945516694,0.254472402,0.287517527,0.160797557,0.11662973,1.353662065
1188,NPEFR-122A,NAP,FR,0.006900234,0.041962901,0.661511513,1.9679717,0.250914299,0.279616841,0.167380248,0.117761423,1.391977317
1189,NPEFR-122A,NAP,FR,0.008359333,0.048608068,0.664445772,1.920738135,0.255718591,0.294261997,0.161112827,0.115026548,1.303471379
1190,NPEFR-122A,NAP,FR,0.010055322,0.061045128,0.655978527,1.915789347,0.249652414,0.286218722,0.163971861,0.116142497,1.302167052
1191,NPEFR-122A,NAP,FR,0.011555361,0.070652552,0.686945262,2.009191377,0.259630144,0.292217267,0.159913474,0.116242774,1.332715412
1192,NPEFR-122A,NAP,FR,0.011892076,0.076056456,0.661279545,1.916941196,0.252621215,0.288630668,0.157235206,0.112246311,1.325525481
1193,NPEFR-122A,NAP,FR,0.011364108,0.072176614,0.664012579,1.928404789,0.247423902,0.287043897,0.155803499,0.112320146,1.320492982
1194,NPEFR-122A,NAP,FR,0.010831886,0.068731043,0.637769675,1.9167478,0.246150742,0.281193559,0.152045973,0.10698388,1.251670084
1195,NPEFR-122A,NAP,FR,0.011150248,0.07010481,0.649602982,1.929822345,0.247811061,0.285236887,0.154351228,0.110827887,1.303138433
1196,NPEFR-122A,NAP,FR,0.012243344,0.07634526,0.668837757,1.952822886,0.25550432,0.290507294,0.16060029,0.110714296,1.328814229
1197,NPEFR-122A,NAP,FR,0.013534348,0.083129332,0.678734098,2.015528197,0.258120142,0.297462944,0.155466434,0.113914164,1.335982043
1198,NPEFR-122A,NAP,FR,0.014975282,0.096517285,0.667944212,2.04075133,0.2581891,0.298938025,0.158601999,0.112853077,1.287145343
1199,NPEFR-122A,NAP,FR,0.016051734,0.102120554,0.66242711,2.052095398,0.261955816,0.298477704,0.154295182,0.105070771,1.289989386
1200,NPEFR-122A,NAP,FR,0.016591249,0.108267098,0.655580379,2.007598361,0.262644732,0.29479401,0.149876142,0.107689892,1.230606144
1201,NPEFR-122B,NAP,FR,0.022368378,0.134979219,0.646477505,2.544030175,0.342922612,0.383659695,0.163714963,0.118985757,1.435368249
1202,NPEFR-122B,NAP,FR,0.019234959,0.112886356,0.662940631,2.544720234,0.327680253,0.37887529,0.167520058,0.120535326,1.382819424
1203,NPEFR-122B,NAP,FR,0.016345088,0.099428466,0.654699083,2.467750646,0.319932935,0.36334243,0.164066596,0.115606714,1.367795121
1204,NPEFR-122B,NAP,FR,0.014257029,0.085853294,0.661929913,2.38463607,0.314618132,0.354322314,0.175992096,0.11833687,1.469344395
1205,NPEFR-122B,NAP,FR,0.012491299,0.073392657,0.638763674,2.356557278,0.305579279,0.342347431,0.164198639,0.117799868,1.423819688
1206,NPEFR-122B,NAP,FR,0.011562405,0.07096769,0.674744137,2.298574543,0.29772003,0.341035045,0.170211421,0.121090276,1.492145105
1207,NPEFR-122B,NAP,FR,0.009715333,0.056197808,0.670873073,2.238453571,0.280000262,0.333279597,0.171711087,0.126296811,1.4345189
1208,NPEFR-122B,NAP,FR,0.007201251,0.045397667,0.659219795,2.265709097,0.295366582,0.324276611,0.175794942,0.118864414,1.463775706
1209,NPEFR-122B,NAP,FR,0.006390886,0.038216807,0.659891346,2.277010288,0.2871376,0.343965442,0.185116185,0.130712528,1.489139393
1210,NPEFR-122B,NAP,FR,0.004573573,0.027295395,0.648084195,2.386021362,0.29941112,0.354195906,0.189833657,0.138259073,1.598121785
1095,NPRFE-115A,NAP,FR,0.011491829,0.069103954,0.657205051,2.238667192,0.293320603,0.333058875,0.141042985,0.102343159,1.17353999
1096,NPRFE-115A,NAP,FR,0.010652572,0.065883069,0.659635792,2.348653164,0.304388848,0.349792401,0.144450555,0.101039424,1.191774145
1097,NPRFE-115A,NAP,FR,0.009816949,0.059723145,0.670841994,2.386338616,0.310063427,0.358222876,0.146129846,0.104517806,1.212263254
1098,NPRFE-115A,NAP,FR,0.008738003,0.052503062,0.666327132,2.352004866,0.307930979,0.346767264,0.144853175,0.101971799,1.226412332
1099,NPRFE-115A,NAP,FR,0.0080422,0.047353089,0.671231527,2.432450066,0.311037036,0.356441927,0.145404523,0.103763742,1.219495636
1100,NPRFE-115A,NAP,FR,0.007361966,0.047248618,0.661528666,2.487240957,0.321470028,0.365846266,0.149074978,0.10671549,1.246720097
1101,NPRFE-115A,NAP,FR,0.006970614,0.044360264,0.646897646,2.43066016,0.311859877,0.357724607,0.142005794,0.102646772,1.225014365
1102,NPRFE-115A,NAP,FR,0.007218353,0.043447992,0.662580579,2.399063787,0.31443774,0.365446245,0.147026781,0.103573638,1.258397088
1103,NPRFE-115A,NAP,FR,0.007211974,0.045199682,0.65801717,2.372288798,0.30979182,0.351829413,0.150449667,0.105333142,1.273501126
1104,NPRFE-115A,NAP,FR,0.00687308,0.041442122,0.671331746,2.365782583,0.318327859,0.351586609,0.14790517,0.106898032,1.260398316
1105,NPRFE-115A,NAP,FR,0.006765356,0.042786322,0.676450415,2.383759431,0.308411069,0.343272682,0.148869255,0.106726542,1.291228006
1106,NPRFE-115A,NAP,FR,0.006503411,0.038882493,0.663184101,2.279187462,0.294102467,0.342380864,0.15031175,0.10923848,1.238028579
1107,NPRFE-115A,NAP,FR,0.006242834,0.038702356,0.645582755,2.316547489,0.304459167,0.338157588,0.148615241,0.106677387,1.265001291
1108,NPRFE-115A,NAP,FR,0.005940661,0.036845816,0.676722646,2.295862487,0.3013439,0.34022372,0.152951967,0.110701935,1.28607772
1109,NPRFE-115A,NAP,FR,0.005853036,0.035336644,0.671254273,2.278290794,0.296734983,0.3349548,0.15392137,0.113015499,1.281493815
1110,NPRFE-115A,NAP,FR,0.005776655,0.036999893,0.6571492,2.278313868,0.299403738,0.337552232,0.163176907,0.110877095,1.337318987
1111,NPRFE-115A,NAP,FR,0.005623421,0.034969202,0.680527008,2.350192689,0.304359351,0.352888523,0.162943267,0.116063763,1.407672055
1112,NPRFE-115A,NAP,FR,0.005213901,0.032582236,0.644574257,2.390205423,0.312811636,0.357458798,0.166742413,0.117596901,1.387531307
1211,SJEFR-144A,SJR,FR,0.006968344,0.041385997,0.62722121,2.593771239,0.348020985,0.400403212,0.129689308,0.094572368,1.097316969
1212,SJEFR-144A,SJR,FR,0.006166686,0.038713902,0.637736405,2.632715501,0.342142185,0.38992956,0.126952044,0.091716286,1.075292816
1213,SJEFR-144A,SJR,FR,0.006331608,0.040548091,0.662037402,2.654801313,0.35001827,0.403113199,0.134640616,0.095266652,1.073960622
